DEPCOM;REG;DEP;DEPARR;DEPPCT;LIBMIN;RGP2012;RGP2007;RGP1999
91593;11;91;911;9124;Sermaise;1657;1631;1471
91599;11;91;912;9118;Soisy-sur-ƒcole;1365;1372;1321
91600;11;91;912;9132;Soisy-sur-Seine;6795;7200;7072
91602;11;91;911;9109;Souzy-la-Briche;403;375;432
91613;11;91;911;9117;Congerville-Thionville;232;221;225
91617;11;91;912;9132;Tigery;3118;2062;1257
91619;11;91;911;9109;Torfou;269;268;248
91629;11;91;911;9108;Valpuiseaux;617;610;514
91630;11;91;911;9124;Le Val-Saint-Germain;1437;1457;1438
91631;11;91;912;9138;Varennes-Jarcy;2347;2314;1907
91634;11;91;913;9113;Vaugrigneuse;1304;1213;1084
91635;11;91;913;9103;Vauhallan;1956;2004;2058
91639;11;91;911;9111;Vayres-sur-Essonne;893;900;810
91645;11;91;913;9103;Verrières-le-Buisson;15612;15805;15923
91648;11;91;912;9116;Vert-le-Grand;2396;2356;1911
91649;11;91;912;9116;Vert-le-Petit;2776;2530;2422
91654;11;91;911;9111;Videlles;633;644;560
91657;11;91;912;9134;Vigneux-sur-Seine;29963;26497;25652
91659;11;91;912;9106;Villab?;5168;4852;4832
91661;11;91;913;9135;Villebon-sur-Yvette;9859;9637;9373
91662;11;91;911;9109;Villeconin;728;714;637
91665;11;91;913;9120;La Ville-du-Bois;7187;6833;5901
91666;11;91;913;9135;Villejust;2268;2174;1655
91667;11;91;913;9114;Villemoisson-sur-Orge;7003;6879;6878
91671;11;91;911;9109;Villeneuve-sur-Auvers;592;621;601
91679;11;91;913;9103;Villiers-le-B‰cle;1245;1150;1093
91685;11;91;913;9114;Villiers-sur-Orge;3911;3917;3753
91687;11;91;912;9127;Viry-Ch‰tillon;31221;31249;30257
91689;11;91;913;9128;Wissous;6624;5112;5160
91691;11;91;912;9136;Yerres;28784;28789;27455
91692;11;91;913;9143;Les Ulis;24783;24528;25785
92002;11;92;921;9287;Antony;61624;61761;59855
92004;11;92;922;9288;Asnières-sur-Seine;83845;82056;75837
92007;11;92;921;9204;Bagneux;38398;38592;37252
92009;11;92;922;9205;Bois-Colombes;28709;27600;23885
92012;11;92;923;9289;Boulogne-Billancourt;117126;111045;106367
92014;11;92;921;9209;Bourg-la-Reine;19872;19615;18251
92019;11;92;921;9285;Ch‰tenay-Malabry;32198;31946;30621
92020;11;92;921;9210;Ch‰tillon;34960;32609;28622
92022;11;92;923;9211;Chaville;19343;18576;17966
92023;11;92;921;9290;Clamart;52408;51000;48572
92024;11;92;922;9291;Clichy;59240;58646;50179
92025;11;92;922;9292;Colombes;85357;82552;76757
92026;11;92;922;9293;Courbevoie;86854;84974;69694
92032;11;92;921;9243;Fontenay-aux-Roses;22866;24066;23537
92033;11;92;922;9218;Garches;17818;18196;18036
92035;11;92;922;9219;La Garenne-Colombes;28371;27001;24067
92036;11;92;922;9286;Gennevilliers;42919;41960;42513
92040;11;92;923;9294;Issy-les-Moulineaux;65322;62316;52647
92044;11;92;922;9295;Levallois-Perret;64654;63225;54700
92046;11;92;921;9225;Malakoff;30420;30735;29402
92047;11;92;923;9211;Marnes-la-Coquette;1634;1696;1519
92048;11;92;923;9296;Meudon;45107;44873;43663
92049;11;92;921;9227;Montrouge;48909;46500;37733
92050;11;92;922;9297;Nanterre;90722;88875;84281
92051;11;92;922;9298;Neuilly-sur-Seine;62021;60454;59848
92060;11;92;921;9232;Le Plessis-Robinson;28673;23242;21618
92062;11;92;922;9233;Puteaux;44514;43994;40780
92063;11;92;922;9299;Rueil-Malmaison;79563;78145;73469
92064;11;92;923;9235;Saint-Cloud;29436;29542;28157
92071;11;92;921;9236;Sceaux;19986;19679;19494
92072;11;92;923;9237;Sèvres;23572;23174;22534
92073;11;92;922;9238;Suresnes;47263;44738;39706
92075;11;92;921;9239;Vanves;27367;26886;25414
92076;11;92;923;9211;Vaucresson;8611;8670;8141
92077;11;92;923;9211;Ville-d'Avray;11027;10956;11415
92078;11;92;922;9240;Villeneuve-la-Garenne;25725;24516;22349
93001;11;93;933;9392;Aubervilliers;77032;73699;63136
93005;11;93;932;9393;Aulnay-sous-Bois;81899;82513;80021
93006;11;93;931;9305;Bagnolet;34920;34269;32511
93007;11;93;932;9306;Le Blanc-Mesnil;52213;50910;46936
93008;11;93;931;9307;Bobigny;48496;48196;44079
93010;11;93;931;9394;Bondy;52787;53159;46826
93013;11;93;931;9309;Le Bourget;15139;12961;12110
93014;11;93;932;9324;Clichy-sous-Bois;30720;29674;28288
93015;11;93;932;9315;Coubron;4668;4646;4612
93027;11;93;933;9310;La Courneuve;39859;37228;35310
93029;11;93;931;9395;Drancy;67181;65843;62263
93030;11;93;931;9309;Dugny;10493;10439;8641
93031;11;93;933;9312;ƒpinay-sur-Seine;55140;52020;46409
93032;11;93;932;9313;Gagny;39172;38220;36715
93033;11;93;932;9319;Gournay-sur-Marne;6574;6196;5925
93039;11;93;933;9329;L' ële-Saint-Denis;6981;7083;6810
93045;11;93;931;9323;Les Lilas;22920;22324;20226
93046;11;93;932;9314;Livry-Gargan;42699;41893;37288
93047;11;93;932;9315;Montfermeil;26051;25824;24121
93048;11;93;931;9396;Montreuil;103520;102097;90674
93049;11;93;932;9318;Neuilly-Plaisance;20755;20156;18236
93050;11;93;932;9337;Neuilly-sur-Marne;34658;33422;32754
93051;11;93;932;9319;Noisy-le-Grand;62592;62529;58217
93053;11;93;931;9320;Noisy-le-Sec;40161;38802;37312
93055;11;93;931;9397;Pantin;53060;53315;49919
93057;11;93;931;9322;Les Pavillons-sous-Bois;22331;20424;18420
93059;11;93;933;9339;Pierrefitte-sur-Seine;27925;28338;25816
93061;11;93;931;9323;Le Pr?-Saint-Gervais;18025;17244;16377
93062;11;93;932;9324;Le Raincy;13993;13981;12961
93063;11;93;931;9325;Romainville;25411;25563;23779
93064;11;93;931;9326;Rosny-sous-Bois;42080;41283;39105
93066;11;93;933;9398;Saint-Denis;108274;100800;85832
93070;11;93;933;9399;Saint-Ouen;47499;43954;39722
93071;11;93;932;9331;Sevran;49442;51110;47063
93072;11;93;933;9332;Stains;36155;34663;32839
93073;11;93;932;9333;Tremblay-en-France;34081;35410;33885
93074;11;93;932;9315;Vaujours;6834;6047;5570
93077;11;93;931;9334;Villemomble;28664;28283;26995
93078;11;93;932;9340;Villepinte;35820;35444;33782
93079;11;93;933;9339;Villetaneuse;12502;12378;11376
94001;11;94;941;9428;Ablon-sur-Seine;5327;5155;4867
94002;11;94;941;9486;Alfortville;44397;44116;36232
94003;11;94;943;9434;Arcueil;19526;19592;18061
94004;11;94;941;9402;Boissy-Saint-L?ger;16483;15894;15289
94011;11;94;941;9403;Bonneuil-sur-Marne;16439;16437;15889
94015;11;94;942;9404;Bry-sur-Marne;16319;15183;15000
94016;11;94;943;9405;Cachan;28365;27383;24838
94017;11;94;942;9494;Champigny-sur-Marne;75869;74909;74237
94018;11;94;941;9407;Charenton-le-Pont;30148;28414;26582
94019;11;94;942;9408;Chennevières-sur-Marne;18304;17313;17837
94021;11;94;943;9442;Chevilly-Larue;18786;19152;18149
94022;11;94;941;9409;Choisy-le-Roi;41507;37165;34336
94028;11;94;941;9490;Cr?teil;89845;89410;82154
94033;11;94;942;9491;Fontenay-sous-Bois;52998;52143;50921
94034;11;94;943;9437;Fresnes;26419;25115;25213
94037;11;94;943;9487;Gentilly;16623;17103;16118
94038;11;94;943;9412;L' HaØ-les-Roses;31168;29357;29660
94041;11;94;941;9495;Ivry-sur-Seine;58579;55583;50972
94042;11;94;942;9415;Joinville-le-Pont;18020;17303;17117
94043;11;94;943;9416;Le Kremlin-Bicêtre;26119;25859;23724
94044;11;94;941;9402;Limeil-Br?vannes;21103;18657;17529
94046;11;94;941;9496;Maisons-Alfort;54186;53085;51103
94047;11;94;941;9426;Mandres-les-Roses;4407;4307;4117
94048;11;94;941;9426;Marolles-en-Brie;4861;5073;5191
94052;11;94;942;9419;Nogent-sur-Marne;30884;30912;28191
94053;11;94;942;9444;Noiseau;4689;4375;3971
94054;11;94;941;9420;Orly;21628;21117;20470
94055;11;94;942;9444;Ormesson-sur-Marne;9945;9864;9793
94056;11;94;941;9426;P?rigny;2485;2232;2020
94058;11;94;942;9421;Le Perreux-sur-Marne;33248;32100;30080
94059;11;94;942;9438;Le Plessis-Tr?vise;18976;18246;16656
94060;11;94;942;9444;La Queue-en-Brie;11733;11392;10852
94065;11;94;943;9442;Rungis;5691;5618;5424
94067;11;94;942;9422;Saint-Mand?;21846;22737;19697
94068;11;94;941;9497;Saint-Maur-des-Foss?s;74176;75748;73069
94069;11;94;941;9407;Saint-Maurice;14870;14596;12748
94070;11;94;941;9426;Santeny;3651;3610;3140
94071;11;94;941;9446;Sucy-en-Brie;25900;26070;24812
94073;11;94;943;9425;Thiais;29422;29273;28232
94074;11;94;941;9447;Valenton;12231;12294;11426
94075;11;94;941;9426;Villecresnes;9708;9295;8361
94076;11;94;943;9493;Villejuif;56504;51410;47384
94077;11;94;941;9428;Villeneuve-le-Roi;19782;18503;18292
94078;11;94;941;9488;Villeneuve-Saint-Georges;32994;30609;28361
94079;11;94;942;9438;Villiers-sur-Marne;27737;28158;26632
94080;11;94;942;9498;Vincennes;49831;47372;43595
94081;11;94;941;9499;Vitry-sur-Seine;88102;83650;78908
95002;11;95;953;9527;Ableiges;933;946;957
95008;11;95;953;9516;Aincourt;953;913;657
95011;11;95;953;9516;Ambleville;430;352;350
95012;11;95;953;9516;Amenucourt;206;183;173
95014;11;95;952;9524;Andilly;2530;2449;2013
95018;11;95;951;9599;Argenteuil;104962;102572;93961
95019;11;95;952;9535;Arnouville;13979;13215;12291
95023;11;95;953;9517;Arronville;659;667;610
95024;11;95;953;9516;Arthies;297;284;258
95026;11;95;952;9526;Asnières-sur-Oise;2544;2541;2479
95028;11;95;952;9506;Attainville;1820;1819;1732
95039;11;95;953;9534;Auvers-sur-Oise;6846;6917;6820
95040;11;95;953;9527;Avernes;822;817;776
95042;11;95;952;9526;Baillet-en-France;2020;1868;1710
95046;11;95;953;9516;Banthelu;132;117;138
95051;11;95;953;9528;Beauchamp;8753;8843;8986
95052;11;95;953;9503;Beaumont-sur-Oise;9418;8825;8390
95054;11;95;953;9517;Le Bellay-en-Vexin;248;250;258
95055;11;95;952;9515;Bellefontaine;434;464;485
95056;11;95;952;9526;Belloy-en-France;2098;1819;1536
95058;11;95;953;9503;Bernes-sur-Oise;2399;2363;2220
95059;11;95;953;9517;Berville;339;335;366
95060;11;95;953;9525;Bessancourt;6629;7231;6999
95061;11;95;953;9525;B?themont-la-Forêt;429;425;451
95063;11;95;951;9504;Bezons;28172;27892;26263
95074;11;95;953;9539;Boisemont;775;726;690
95078;11;95;953;9529;Boissy-l'Aillerie;1794;1762;1668
95088;11;95;952;9538;Bonneuil-en-France;723;711;774
95091;11;95;952;9506;Bouff?mont;6022;5701;5701
95094;11;95;952;9513;Bouqueval;332;309;293
95101;11;95;953;9516;Bray-et-L?;965;933;753
95102;11;95;953;9517;Br?ançon;360;381;332
95110;11;95;953;9517;Brignancourt;200;209;205
95116;11;95;953;9503;Bruyères-sur-Oise;3976;3297;3391
95119;11;95;953;9516;Buhy;315;295;267
95120;11;95;953;9534;Butry-sur-Oise;2213;1974;1969
95127;11;95;953;9596;Cergy;60528;57600;54719
95134;11;95;953;9503;Champagne-sur-Oise;4692;4451;3889
95139;11;95;953;9516;La Chapelle-en-Vexin;331;322;320
95141;11;95;953;9516;Charmont;27;30;32
95142;11;95;953;9517;Chars;1935;1772;1721
95144;11;95;952;9515;Ch‰tenay-en-France;73;64;61
95149;11;95;952;9515;Chaumontel;3317;3275;3250
95150;11;95;953;9516;Chaussy;615;650;602
95151;11;95;953;9525;Chauvry;306;289;279
95154;11;95;952;9513;Chennevières-lès-Louvres;329;319;218
95157;11;95;953;9516;Ch?rence;158;151;143
95166;11;95;953;9527;Cl?ry-en-Vexin;410;410;411
95169;11;95;953;9527;Commeny;390;374;375
95170;11;95;953;9527;Cond?court;568;537;486
95176;11;95;951;9505;Cormeilles-en-Parisis;23369;21824;19643
95177;11;95;953;9517;Cormeilles-en-Vexin;1186;977;863
95181;11;95;953;9527;Courcelles-sur-Viosne;308;291;275
95183;11;95;953;9539;Courdimanche;6572;6505;5957
95197;11;95;952;9509;Deuil-la-Barre;21983;21425;20160
95199;11;95;952;9506;Domont;15213;14755;14883
95203;11;95;953;9507;Eaubonne;24714;23541;22882
95205;11;95;952;9508;ƒcouen;7253;7383;7084
95210;11;95;952;9509;Enghien-les-Bains;11410;12199;10368
95211;11;95;953;9534;Ennery;2293;2137;2036
95212;11;95;952;9513;ƒpiais-lès-Louvres;108;76;60
95213;11;95;953;9517;ƒpiais-Rhus;652;623;636
95214;11;95;952;9515;ƒpinay-Champl‰treux;69;67;75
95218;11;95;953;9537;ƒragny;16914;16416;15568
95219;11;95;953;9510;Ermont;27352;27670;27494
95229;11;95;952;9508;ƒzanville;9316;9113;8825
95241;11;95;952;9515;Fontenay-en-Parisis;1899;1925;1710
95250;11;95;952;9515;Fosses;9582;9701;9998
95252;11;95;953;9511;Franconville;33196;32932;33497
95253;11;95;953;9527;Fr?mainville;486;481;477
95254;11;95;953;9517;Fr?m?court;552;544;464
95256;11;95;953;9525;Fr?pillon;2860;2605;2262
95257;11;95;951;9531;La Frette-sur-Seine;4572;4520;4378
95258;11;95;953;9534;Frouville;367;372;373
95259;11;95;953;9527;Gadancourt;87;104;76
95268;11;95;952;9597;Garges-lès-Gonesse;41001;39098;40058
95270;11;95;953;9516;Genainville;552;535;490
95271;11;95;953;9534;G?nicourt;485;509;544
95277;11;95;952;9513;Gonesse;26343;26262;24721
95280;11;95;952;9530;Goussainville;31255;30310;27356
95282;11;95;953;9527;Gouzangrez;176;162;171
95287;11;95;953;9517;Grisy-les-Pl‰tres;606;593;556
95288;11;95;952;9518;Groslay;8676;8075;7385
95295;11;95;953;9527;Guiry-en-Vexin;165;163;175
95298;11;95;953;9517;Haravilliers;552;512;460
95301;11;95;953;9516;Haute-Isle;311;339;296
95303;11;95;953;9517;Le Heaulme;204;184;187
95304;11;95;953;9534;H?douville;242;276;283
95306;11;95;951;9531;Herblay;26944;26137;23083
95308;11;95;953;9534;H?rouville;609;580;598
95309;11;95;953;9516;Hodent;238;266;267
95313;11;95;953;9514;L' Isle-Adam;11918;11466;11163
95316;11;95;952;9515;Jagny-sous-Bois;250;259;224
95323;11;95;953;9539;Jouy-le-Moutier;16371;16923;17804
95328;11;95;953;9534;Labbeville;580;526;489
95331;11;95;952;9515;Lassy;181;172;180
95341;11;95;953;9534;Livilliers;384;353;367
95348;11;95;953;9527;Longuesse;529;524;511
95351;11;95;952;9530;Louvres;9767;8905;8797
95352;11;95;952;9515;Luzarches;4401;4084;3899
95353;11;95;952;9526;Maffliers;1702;1620;1370
95355;11;95;953;9516;Magny-en-Vexin;5763;5508;5656
95365;11;95;952;9515;Mareil-en-France;698;609;498
95369;11;95;952;9524;Margency;2893;2857;2587
95370;11;95;953;9517;Marines;3373;3199;2925
95371;11;95;952;9515;Marly-la-Ville;5531;5549;5696
95379;11;95;953;9516;Maud?tour-en-Vexin;193;195;177
95387;11;95;953;9517;Menouville;104;79;84
95388;11;95;953;9539;Menucourt;5332;5167;5084
95392;11;95;953;9514;M?riel;4765;4370;4062
95394;11;95;953;9521;M?ry-sur-Oise;9320;9190;8929
95395;11;95;952;9508;Le Mesnil-Aubry;908;945;757
95409;11;95;952;9506;Moisselles;1258;1114;962
95422;11;95;953;9527;Montgeroult;405;425;411
95424;11;95;951;9505;Montigny-lès-Cormeilles;20018;18526;17183
95426;11;95;953;9520;Montlignon;2653;2516;2427
95427;11;95;952;9509;Montmagny;13814;14037;13090
95428;11;95;952;9518;Montmorency;20842;21381;20599
95429;11;95;953;9516;Montreuil-sur-Epte;437;441;350
95430;11;95;952;9526;Montsoult;3396;3474;3519
95436;11;95;953;9503;Mours;1328;1401;1475
95438;11;95;953;9517;Moussy;145;158;113
95445;11;95;953;9514;Nerville-la-Forêt;680;735;749
95446;11;95;953;9534;Nesles-la-Vall?e;1796;1843;1829
95447;11;95;953;9517;Neuilly-en-Vexin;194;210;210
95450;11;95;953;9539;Neuville-sur-Oise;2004;1569;1433
95452;11;95;953;9503;Nointel;833;723;754
95456;11;95;952;9526;Noisy-sur-Oise;688;703;667
95459;11;95;953;9517;Nucourt;733;768;779
95462;11;95;953;9516;Omerville;311;300;337
95476;11;95;953;9529;Osny;16366;15945;14309
95480;11;95;953;9514;Parmain;5547;5462;5274
95483;11;95;953;9527;Le Perchay;565;508;476
95487;11;95;953;9503;Persan;11233;10250;9600
95488;11;95;953;9528;Pierrelaye;8218;7635;6923
95489;11;95;952;9508;Piscop;736;688;632
95491;11;95;953;9528;Le Plessis-Bouchard;7840;7623;7006
95492;11;95;952;9508;Le Plessis-Gassot;71;82;74
95493;11;95;952;9515;Le Plessis-Luzarches;140;132;140
95500;11;95;953;9519;Pontoise;30164;29148;27494
95504;11;95;953;9514;Presles;3701;3827;3728
95509;11;95;952;9515;Puiseux-en-France;3262;3444;2929
95510;11;95;953;9529;Puiseux-Pontoise;410;474;422
95523;11;95;953;9516;La Roche-Guyon;461;464;550
95527;11;95;952;9513;Roissy-en-France;2816;2537;2367
95529;11;95;953;9503;Ronquerolles;860;843;742
95535;11;95;953;9527;Sagy;1162;1159;1127
95539;11;95;952;9508;Saint-Brice-sous-Forêt;14333;13914;12540
95541;11;95;953;9516;Saint-Clair-sur-Epte;973;857;801
95543;11;95;953;9516;Saint-Cyr-en-Arthies;235;232;226
95554;11;95;953;9516;Saint-Gervais;959;956;893
95555;11;95;952;9540;Saint-Gratien;20937;20588;19226
95563;11;95;953;9520;Saint-Leu-la-Forêt;14748;14667;15127
95566;11;95;952;9526;Saint-Martin-du-Tertre;2668;2381;2346
95572;11;95;953;9521;Saint-Ouen-l'Aum™ne;23470;22876;19660
95574;11;95;953;9520;Saint-Prix;7214;7245;6767
95580;11;95;952;9515;Saint-Witz;2552;2562;1925
95582;11;95;951;9522;Sannois;26559;25975;25349
95584;11;95;953;9517;Santeuil;644;604;578
95585;11;95;952;9598;Sarcelles;57499;59594;57871
95592;11;95;953;9527;Seraincourt;1312;1369;1261
95594;11;95;952;9526;Seugy;1021;1056;1049
95598;11;95;952;9524;Soisy-sous-Montmorency;17534;17419;16802
95604;11;95;952;9515;Survilliers;4053;3710;3654
95607;11;95;953;9525;Taverny;26094;26228;25909
95610;11;95;953;9527;Th?m?ricourt;273;263;229
95611;11;95;953;9517;Theuville;25;32;59
95612;11;95;952;9513;Le Thillay;4130;4011;3665
95625;11;95;953;9527;Us;1334;1274;1253
95627;11;95;953;9534;Vallangoujard;633;653;635
95628;11;95;953;9534;Valmondois;1195;1236;1213
95633;11;95;952;9513;Vaudherland;79;91;88
95637;11;95;953;9539;Vaur?al;15868;15674;16206
95641;11;95;952;9513;V?mars;2198;2030;2058
95651;11;95;953;9516;V?theuil;883;870;858
95652;11;95;952;9526;Viarmes;5230;4767;4681
95656;11;95;953;9516;Vienne-en-Arthies;425;394;352
95658;11;95;953;9527;Vigny;1065;1086;1036
95660;11;95;952;9526;Villaines-sous-Bois;692;659;583
95675;11;95;952;9513;Villeron;815;715;702
95676;11;95;953;9516;Villers-en-Arthies;481;465;426
95678;11;95;953;9514;Villiers-Adam;830;801;775
95680;11;95;952;9535;Villiers-le-Bel;27496;27091;26145
95682;11;95;952;9515;Villiers-le-Sec;180;160;168
95690;11;95;953;9516;Wy-dit-Joli-Village;316;335;307

