Annee;COM;REG;DEP;ARR;CV;ZE1990;LIBGEO;PMIMP;PTSA;PPEN;PBEN;PAUT
2010;77207;11;77;774;7704;1107;Gironville;;;;;
2010;77208;11;77;773;7701;1108;Gouaix;;;;;
2010;77209;11;77;775;7714;1102;Gouvernes;;;;;
2010;77210;11;77;773;7720;1106;La Grande-Paroisse;69,06;63,16;29,4;3,97;3,46
2010;77211;11;77;772;7722;1105;Grandpuits-Bailly-Carrois;;;;;
2010;77212;11;77;773;7701;1106;Gravon;;;;;
2010;77214;11;77;771;7737;0056;Gressy;;;;;
2010;77215;11;77;772;7728;1117;Gretz-Armainvilliers;68,09;71,79;21,37;2,52;4,33
2010;77216;11;77;774;7724;1107;Grez-sur-Loing;;;;;
2010;77217;11;77;772;7702;1117;Grisy-Suisnes;74,44;72,76;15,34;5,91;5,99
2010;77218;11;77;773;7701;1108;Grisy-sur-Seine;;;;;
2010;77219;11;77;771;7707;1102;Guérard;74,66;66,59;17,61;7,07;8,74
2010;77220;11;77;774;7703;1107;Guercheville;;;;;
2010;77221;11;77;775;7743;1102;Guermantes;;;;;
2010;77222;11;77;772;7722;1105;Guignes;65,17;75,74;18,41;2,31;3,54
2010;77223;11;77;773;7710;1105;Gurcy-le-Châtel;;;;;
2010;77224;11;77;773;7727;1117;Hautefeuille;;;;;
2010;77225;11;77;771;7708;1104;La Haute-Maison;;;;;
2010;77226;11;77;774;7713;1105;Héricy;75,47;69,49;21,83;4,58;4,09
2010;77227;11;77;773;7701;1108;Hermé;;;;;
2010;77228;11;77;773;7726;1104;Hondevilliers;;;;;
2010;77229;11;77;773;7727;1117;La Houssaye-en-Brie;;;;;
2010;77230;11;77;774;7704;1107;Ichy;;;;;
2010;77231;11;77;771;7715;1104;Isles-les-Meldeuses;;;;;
2010;77232;11;77;771;7731;1102;Isles-lès-Villenoy;;;;;
2010;77233;11;77;771;7737;0056;Iverny;;;;;
2010;77234;11;77;775;7743;0056;Jablines;;;;;
2010;77235;11;77;771;7715;1104;Jaignes;;;;;
2010;77236;11;77;773;7701;1108;Jaulnes;;;;;
2010;77237;11;77;775;7743;1102;Jossigny;;;;;
2010;77238;11;77;771;7712;1104;Jouarre;65,52;72,82;16,45;4,65;6,08
2010;77239;11;77;773;7723;1105;Jouy-le-Châtel;;;;;
2010;77240;11;77;773;7711;1103;Jouy-sur-Morin;63;65,64;26,87;3,26;4,23
2010;77241;11;77;771;7709;0056;Juilly;;;;;
2010;77242;11;77;773;7710;1108;Jutigny;;;;;
2010;77243;11;77;775;7714;1102;Lagny-sur-Marne;70,63;70,47;20,05;3,98;5,5
2010;77244;11;77;774;7703;1107;Larchant;;;;;
2010;77245;11;77;773;7720;1105;Laval-en-Brie;;;;;
2010;77246;11;77;773;7729;1108;Léchelle;;;;;
2010;77247;11;77;773;7711;1103;Lescherolles;;;;;
2010;77248;11;77;775;7743;0056;Lesches;;;;;
2010;77249;11;77;772;7702;1117;Lésigny;81,17;68,19;21,6;4,11;6,1
2010;77250;11;77;773;7711;1103;Leudon-en-Brie;;;;;
2010;77251;11;77;772;7741;1105;Lieusaint;67,87;89,9;7,37;1,95;0,78
2010;77252;11;77;772;7702;1117;Limoges-Fourches;;;;;
2010;77253;11;77;772;7702;1105;Lissy;;;;;
2010;77254;11;77;772;7728;1117;Liverdy-en-Brie;;;;;
2010;77255;11;77;772;7719;1105;Livry-sur-Seine;;;;;
2010;77256;11;77;773;7710;1105;Lizines;;;;;
2010;77257;11;77;771;7715;1104;Lizy-sur-Ourcq;55,58;73,38;20,49;2,64;3,49
2010;77258;11;77;775;7739;1102;Lognes;68,18;86,58;9,53;2,07;1,82
2010;77259;11;77;771;7709;0056;Longperrier;77,25;84,8;10,78;1,67;2,74
2010;77260;11;77;773;7725;1108;Longueville;;;;;
2010;77261;11;77;774;7716;1107;Lorrez-le-Bocage-Préaux;;;;;
2010;77262;11;77;773;7729;1108;Louan-Villegruis-Fontaine;;;;;
2010;77263;11;77;773;7710;1108;Luisetaines;;;;;
2010;77264;11;77;773;7727;1117;Lumigny-Nesles-Ormeaux;;;;;
2010;77265;11;77;771;7712;1104;Luzancy;;;;;
2010;77266;11;77;772;7705;1105;Machault;;;;;
2010;77267;11;77;774;7704;1107;La Madeleine-sur-Loing;;;;;
2010;77268;11;77;775;7743;1102;Magny-le-Hongre;77,51;87,52;5,35;4,67;2,46
2010;77269;11;77;772;7718;1105;Maincy;;;;;
2010;77270;11;77;771;7707;1102;Maisoncelles-en-Brie;;;;;
2010;77271;11;77;774;7704;1107;Maisoncelles-en-Gâtinais;;;;;
2010;77272;11;77;773;7723;1105;Maison-Rouge;;;;;
2010;77273;11;77;771;7709;0056;Marchémoret;;;;;
2010;77274;11;77;771;7715;1104;Marcilly;;;;;
2010;77275;11;77;773;7729;1108;Les Marêts;;;;;
2010;77276;11;77;771;7731;1104;Mareuil-lès-Meaux;;;;;
2010;77277;11;77;773;7727;1117;Marles-en-Brie;;;;;
2010;77278;11;77;773;7711;1103;Marolles-en-Brie;;;;;
2010;77279;11;77;773;7720;1106;Marolles-sur-Seine;;;;;
2010;77280;11;77;771;7715;1104;Mary-sur-Marne;;;;;
2010;77281;11;77;771;7707;1103;Mauperthuis;;;;;
2010;77282;11;77;771;7709;0056;Mauregard;;;;;
2010;77283;11;77;771;7715;1104;May-en-Multien;;;;;
2010;77284;11;77;771;7798;1104;Meaux;56,75;73,35;19,05;3,67;3,93
2010;77285;11;77;772;7742;1105;Le Mée-sur-Seine;58,73;72,51;22,14;2,7;2,66
2010;77286;11;77;773;7710;1105;Meigneux;;;;;
2010;77287;11;77;773;7711;1103;Meilleray;;;;;
2010;77288;11;77;772;7799;1105;Melun;58,34;74,1;18,8;3,96;3,14
2010;77289;11;77;773;7729;1108;Melz-sur-Seine;;;;;
2010;77290;11;77;771;7712;1104;Méry-sur-Marne;;;;;
2010;77291;11;77;771;7709;0056;Le Mesnil-Amelot;;;;;
2010;77292;11;77;771;7737;0056;Messy;;;;;
2010;77293;11;77;773;7720;1106;Misy-sur-Yonne;;;;;
2010;77294;11;77;771;7737;0056;Mitry-Mory;68,15;74,23;19,9;2,94;2,93
2010;77295;11;77;772;7705;1105;Moisenay;;;;;
2010;77296;11;77;772;7741;1105;Moissy-Cramayel;65,24;83,67;12,93;1,66;1,74
2010;77297;11;77;774;7704;1107;Mondreville;;;;;
2010;77298;11;77;773;7710;1105;Mons-en-Montois;;;;;
2010;77299;11;77;774;7721;1105;Montarlot;;;;;
2010;77300;11;77;771;7731;1104;Montceaux-lès-Meaux;;;;;
2010;77301;11;77;773;7729;1108;Montceaux-lès-Provins;;;;;
2010;77302;11;77;774;7724;1107;Montcourt-Fromonville;77;70,05;23,72;2,36;3,87
2010;77303;11;77;773;7726;1103;Montdauphin;;;;;
2010;77304;11;77;773;7726;1103;Montenils;;;;;
2010;77305;11;77;773;7720;1106;Montereau-Fault-Yonne;44,51;67,45;26,39;2,63;3,54
2010;77306;11;77;772;7718;1105;Montereau-sur-le-Jard;;;;;
2010;77307;11;77;775;7743;1102;Montévrain;75,07;83,7;7,99;5,56;2,75
2010;77308;11;77;771;7709;0056;Montgé-en-Goële;;;;;
2010;77309;11;77;771;7709;1104;Monthyon;;;;;
2010;77310;11;77;773;7701;1108;Montigny-le-Guesdier;;;;;
2010;77311;11;77;773;7710;1105;Montigny-Lencoup;;;;;
2010;77312;11;77;774;7721;1105;Montigny-sur-Loing;75,1;65,73;20,69;6,96;6,62
2010;77313;11;77;774;7716;1106;Montmachoux;;;;;
2010;77314;11;77;773;7711;1103;Montolivet;;;;;
2010;77315;11;77;771;7708;1102;Montry;77,39;68,36;23,57;4,07;3,99
2010;77316;11;77;774;7721;1105;Moret-sur-Loing;71,59;65,02;25,55;5,47;3,96
2010;77317;11;77;772;7722;1105;Mormant;64,61;74,39;20,43;2,74;2,45
2010;77318;11;77;773;7727;1102;Mortcerf;;;;;
2010;77319;11;77;773;7725;1108;Mortery;;;;;
2010;77320;11;77;771;7707;1103;Mouroux;68,73;72,46;20,39;3,83;3,32
2010;77321;11;77;773;7701;1108;Mousseaux-lès-Bray;;;;;
2010;77322;11;77;771;7709;0056;Moussy-le-Neuf;76,3;80,45;15,3;2,58;1,68
2010;77323;11;77;771;7709;0056;Moussy-le-Vieux;;;;;
2010;77325;11;77;773;7701;1108;Mouy-sur-Seine;;;;;
2010;77326;11;77;772;7734;1105;Nandy;70,81;83,94;12,8;1,76;1,5
2010;77327;11;77;773;7723;1105;Nangis;57,71;68,81;23,81;4,02;3,36
2010;77328;11;77;774;7703;1105;Nanteau-sur-Essonne;;;;;
2010;77329;11;77;774;7724;1107;Nanteau-sur-Lunain;;;;;
2010;77330;11;77;771;7731;1104;Nanteuil-lès-Meaux;73,75;72,94;20,04;3,72;3,29
2010;77331;11;77;771;7712;1104;Nanteuil-sur-Marne;;;;;
2010;77332;11;77;771;7737;0056;Nantouillet;;;;;
2010;77333;11;77;774;7724;1107;Nemours;54,08;65,41;26,4;3,79;4,41
2010;77335;11;77;771;7717;1104;Chauconin-Neufmontiers;74,96;74,31;17,73;4,41;3,55
2010;77336;11;77;773;7727;1117;Neufmoutiers-en-Brie;;;;;
2010;77337;11;77;775;7739;1102;Noisiel;62,62;80,44;16,05;1,92;1,58
2010;77338;11;77;774;7716;1106;Noisy-Rudignon;;;;;
2010;77339;11;77;774;7703;1105;Noisy-sur-École;;;;;
2010;77340;11;77;774;7724;1107;Nonville;;;;;
2010;77341;11;77;773;7701;1108;Noyen-sur-Seine;;;;;
2010;77342;11;77;774;7704;1107;Obsonville;;;;;
2010;77343;11;77;771;7715;1104;Ocquerre;;;;;
2010;77344;11;77;771;7709;0056;Oissery;76,18;83,81;9,17;4,61;2,41
2010;77345;11;77;773;7726;1104;Orly-sur-Morin;;;;;
2010;77347;11;77;773;7701;1108;Les Ormes-sur-Voulzie;;;;;
2010;77348;11;77;774;7724;1107;Ormesson;;;;;
2010;77349;11;77;771;7709;0056;Othis;78,64;79,34;17,87;1,39;1,4
2010;77350;11;77;775;7733;1117;Ozoir-la-Ferrière;75,44;71,65;18,89;4,84;4,63
2010;77352;11;77;772;7728;1105;Ozouer-le-Voulgis;;;;;
2010;77353;11;77;774;7716;1107;Paley;;;;;
2010;77354;11;77;772;7705;1105;Pamfou;;;;;
2010;77355;11;77;773;7710;1108;Paroy;;;;;
2010;77356;11;77;773;7701;1108;Passy-sur-Seine;;;;;
2010;77357;11;77;773;7723;1105;Pécy;;;;;
2010;77358;11;77;771;7717;1104;Penchard;;;;;
2010;77359;11;77;772;7732;1105;Perthes;76,96;66,28;22,57;4,65;6,51
2010;77360;11;77;773;7727;1103;Pézarches;;;;;
2010;77361;11;77;771;7712;1104;Pierre-Levée;;;;;
2010;77363;11;77;775;7706;0056;Le Pin;;;;;
2010;77364;11;77;771;7737;0056;Le Plessis-aux-Bois;;;;;
2010;77365;11;77;773;7727;1103;Le Plessis-Feu-Aussoux;;;;;
2010;77366;11;77;771;7709;0056;Le Plessis-l'Évêque;;;;;
2010;77367;11;77;771;7715;1104;Le Plessis-Placy;;;;;
2010;77368;11;77;773;7725;1108;Poigny;;;;;
2010;77369;11;77;771;7717;1104;Poincy;;;;;
2010;77370;11;77;774;7724;1107;Poligny;;;;;
2010;77371;11;77;771;7707;1103;Pommeuse;67,45;74,27;15,68;5,55;4,5
2010;77372;11;77;775;7714;1101;Pomponne;77,79;57,68;17,34;7,58;17,41
2010;77373;11;77;775;7740;1117;Pontault-Combault;72,31;76,16;16,62;3,35;3,87
2010;77374;11;77;775;7733;1117;Pontcarré;78,94;72,3;20,52;2,53;4,65
2010;77376;11;77;771;7737;0056;Précy-sur-Marne;;;;;
2010;77377;11;77;772;7728;1117;Presles-en-Brie;79,29;73,35;14,28;7,29;5,09
2010;77378;11;77;772;7732;1105;Pringy;80,68;67,7;24,54;3,63;4,14
2010;77379;11;77;773;7725;1108;Provins;51,31;60,93;26,59;5,87;6,62
2010;77380;11;77;771;7715;1104;Puisieux;;;;;
2010;77381;11;77;772;7722;1105;Quiers;;;;;
2010;77382;11;77;771;7708;1104;Quincy-Voisins;75,54;72,46;18,19;5,23;4,12
2010;77383;11;77;773;7723;1105;Rampillon;;;;;
2010;77384;11;77;772;7741;1105;Réau;;;;;
2010;77385;11;77;773;7726;1103;Rebais;59,47;63,65;25,96;5,41;4,98
2010;77386;11;77;774;7703;1105;Recloses;;;;;
2010;77387;11;77;774;7716;1107;Remauville;;;;;
2010;77388;11;77;771;7712;1104;Reuil-en-Brie;;;;;
2010;77389;11;77;772;7719;1105;La Rochette;73;60,54;24,8;6,2;8,46
2010;77390;11;77;775;7733;1117;Roissy-en-Brie;68,65;79,3;16,46;2,05;2,18
2010;77391;11;77;773;7725;1108;Rouilly;;;;;
2010;77392;11;77;771;7709;0056;Rouvres;;;;;
2010;77393;11;77;773;7727;1105;Rozay-en-Brie;69,32;67,55;19,67;7,04;5,74
2010;77394;11;77;772;7718;1105;Rubelles;;;;;
2010;77395;11;77;774;7703;1105;Rumont;;;;;
2010;77396;11;77;773;7729;1108;Rupéreux;;;;;
2010;77397;11;77;771;7712;1104;Saâcy-sur-Marne;;;;;
2010;77398;11;77;773;7726;1103;Sablonnières;;;;;
2010;77399;11;77;774;7716;1105;Saint-Ange-le-Viel;;;;;
2010;77400;11;77;771;7707;1103;Saint-Augustin;;;;;
2010;77401;11;77;771;7712;1104;Sainte-Aulde;;;;;
2010;77402;11;77;773;7711;1103;Saint-Barthélemy;;;;;
2010;77403;11;77;773;7725;1108;Saint-Brice;;;;;
2010;77404;11;77;773;7725;1108;Sainte-Colombe;;;;;
2010;77405;11;77;773;7726;1104;Saint-Cyr-sur-Morin;;;;;
2010;77406;11;77;773;7726;1103;Saint-Denis-lès-Rebais;;;;;
2010;77407;11;77;772;7732;1105;Saint-Fargeau-Ponthierry;72,18;68,28;21,43;3,64;6,65
2010;77408;11;77;771;7708;1104;Saint-Fiacre;;;;;
2010;77409;11;77;773;7720;1106;Saint-Germain-Laval;68,6;70,35;24,62;3,07;1,97
2010;77410;11;77;772;7718;1105;Saint-Germain-Laxis;;;;;
2010;77411;11;77;773;7726;1103;Saint-Germain-sous-Doue;;;;;
2010;77412;11;77;772;7732;1105;Saint-Germain-sur-École;;;;;
2010;77413;11;77;771;7708;1102;Saint-Germain-sur-Morin;76,13;71,36;18,54;3,09;7,01
2010;77414;11;77;773;7725;1108;Saint-Hilliers;;;;;
2010;77415;11;77;771;7712;1104;Saint-Jean-les-Deux-Jumeaux;;;;;
2010;77416;11;77;773;7723;1105;Saint-Just-en-Brie;;;;;
2010;77417;11;77;773;7726;1103;Saint-Léger;;;;;
2010;77418;11;77;773;7725;1108;Saint-Loup-de-Naud;;;;;
2010;77419;11;77;774;7721;1105;Saint-Mammès;67,48;68,85;24,26;2,77;4,13
2010;77420;11;77;771;7709;0056;Saint-Mard;76,74;75,94;18,49;2,66;2,91
2010;77421;11;77;773;7711;1103;Saint-Mars-Vieux-Maisons;;;;;
2010;77423;11;77;773;7711;1103;Saint-Martin-des-Champs;;;;;
2010;77424;11;77;773;7729;1103;Saint-Martin-du-Boschet;;;;;
2010;77425;11;77;772;7732;1105;Saint-Martin-en-Bière;;;;;
2010;77426;11;77;772;7722;1105;Saint-Méry;;;;;
2010;77427;11;77;771;7737;0056;Saint-Mesmes;;;;;
2010;77428;11;77;772;7722;1105;Saint-Ouen-en-Brie;;;;;
2010;77429;11;77;773;7726;1104;Saint-Ouen-sur-Morin;;;;;
2010;77430;11;77;771;7709;0056;Saint-Pathus;75,43;82,26;13,18;2,9;1,66
2010;77431;11;77;774;7724;1107;Saint-Pierre-lès-Nemours;68,86;61,45;28,37;4,72;5,46
2010;77432;11;77;773;7711;1103;Saint-Rémy-la-Vanne;;;;;
2010;77433;11;77;771;7707;1103;Saints;;;;;
2010;77434;11;77;773;7701;1105;Saint-Sauveur-lès-Bray;;;;;
2010;77435;11;77;772;7732;1105;Saint-Sauveur-sur-École;;;;;
2010;77436;11;77;773;7711;1103;Saint-Siméon;;;;;
2010;77437;11;77;771;7709;0056;Saint-Soupplets;70,3;78,55;14,74;3,75;2,96
2010;77438;11;77;775;7714;1102;Saint-Thibault-des-Vignes;75,42;78,01;13,79;4,44;3,76
2010;77439;11;77;773;7720;1106;Salins;;;;;
2010;77440;11;77;771;7712;1104;Sammeron;;;;;
2010;77441;11;77;774;7713;1105;Samois-sur-Seine;78,68;55,54;18,36;14,99;11,11
2010;77442;11;77;774;7713;1105;Samoreau;76,69;67,4;24,07;4,65;3,87
2010;77443;11;77;771;7708;1104;Sancy;;;;;
2010;77444;11;77;773;7729;1108;Sancy-lès-Provins;;;;;
2010;77445;11;77;772;7734;1105;Savigny-le-Temple;63,81;84,96;11,92;1,98;1,15
2010;77446;11;77;773;7710;1108;Savins;;;;;
2010;77447;11;77;772;7734;1105;Seine-Port;;;;;
2010;77448;11;77;771;7712;1104;Sept-Sorts;;;;;
2010;77449;11;77;775;7743;1102;Serris;73,63;89,28;6,52;2,67;1,52
2010;77450;11;77;772;7702;1117;Servon;79,98;72,01;18,42;4,54;5,04
2010;77451;11;77;771;7712;1104;Signy-Signets;;;;;
2010;77452;11;77;773;7710;1108;Sigy;;;;;
2010;77453;11;77;772;7705;1105;Sivry-Courtry;;;;;
2010;77454;11;77;773;7710;1105;Sognolles-en-Montois;;;;;
2010;77455;11;77;772;7702;1117;Soignolles-en-Brie;76,46;75,64;15,11;4,71;4,53
2010;77456;11;77;773;7725;1108;Soisy-Bouy;;;;;
2010;77457;11;77;772;7702;1117;Solers;;;;;
2010;77458;11;77;774;7704;1107;Souppes-sur-Loing;57,7;66,79;24,85;3,85;4,51
2010;77459;11;77;773;7729;1108;Sourdun;;;;;
2010;77460;11;77;771;7715;1104;Tancrou;;;;;
2010;77461;11;77;773;7710;1108;Thénisy;;;;;
2010;77462;11;77;771;7709;0056;Thieux;;;;;
2010;77463;11;77;774;7721;1105;Thomery;75,22;63,14;25,04;5,79;6,03
2010;77464;11;77;775;7743;1101;Thorigny-sur-Marne;74,41;72,04;20,83;3,15;3,98
2010;77465;11;77;774;7716;1106;Thoury-Férottes;;;;;
2010;77466;11;77;773;7727;1102;Tigeaux;;;;;
2010;77467;11;77;773;7701;1106;La Tombe;;;;;
2010;77468;11;77;775;7735;1102;Torcy;64,04;82,55;13,24;2,19;2,03
2010;77469;11;77;773;7727;1103;Touquin;;;;;
2010;77470;11;77;772;7728;1117;Tournan-en-Brie;70,94;76,46;16,7;3,48;3,36
2010;77471;11;77;774;7703;1105;Tousson;;;;;
2010;77472;11;77;773;7726;1103;La Trétoire;;;;;
2010;77473;11;77;774;7724;1107;Treuzy-Levelay;;;;;
2010;77474;11;77;771;7731;0056;Trilbardou;;;;;
2010;77475;11;77;771;7731;1104;Trilport;73,5;69,98;24,26;1,29;4,46
2010;77476;11;77;771;7715;1104;Trocy-en-Multien;;;;;
2010;77477;11;77;774;7703;1105;Ury;;;;;
2010;77478;11;77;771;7712;1104;Ussy-sur-Marne;;;;;
2010;77479;11;77;775;7736;1101;Vaires-sur-Marne;73,69;66,72;26,13;2,92;4,23
2010;77480;11;77;772;7705;1105;Valence-en-Brie;;;;;
2010;77481;11;77;773;7723;1105;Vanvillé;;;;;
2010;77482;11;77;773;7720;1106;Varennes-sur-Seine;61,24;62,61;31,28;2,51;3,6
2010;77483;11;77;771;7717;1104;Varreddes;;;;;
2010;77484;11;77;771;7708;1104;Vaucourtois;;;;;
2010;77485;11;77;774;7703;1105;Le Vaudoué;;;;;
2010;77486;11;77;773;7727;1105;Vaudoy-en-Brie;;;;;
2010;77487;11;77;772;7718;1105;Vaux-le-Pénil;78,44;70,91;21,15;4,05;3,89
2010;77489;11;77;774;7716;1107;Vaux-sur-Lunain;;;;;
2010;77490;11;77;771;7715;1104;Vendrest;;;;;
2010;77491;11;77;774;7721;1105;Veneux-les-Sablons;71,78;62,56;26,8;6,01;4,63
2010;77492;11;77;773;7726;1103;Verdelot;;;;;
2010;77493;11;77;772;7722;1105;Verneuil-l'Étang;65,94;79,39;15,54;3,07;1,99
2010;77494;11;77;774;7721;1105;Vernou-la-Celle-sur-Seine;75,73;75,09;19,65;2,46;2,8
2010;77495;11;77;772;7742;1105;Vert-Saint-Denis;76,08;69,73;23,65;3,45;3,17
2010;77496;11;77;773;7723;1105;Vieux-Champagne;;;;;
2010;77498;11;77;771;7731;0056;Vignely;;;;;
2010;77500;11;77;774;7716;1107;Villebéon;;;;;
2010;77501;11;77;774;7721;1105;Villecerf;;;;;
2010;77504;11;77;774;7716;1105;Villemaréchal;;;;;
2010;77505;11;77;771;7708;1104;Villemareuil;;;;;
2010;77506;11;77;774;7721;1105;Villemer;;;;;
2010;77507;11;77;773;7701;1108;Villenauxe-la-Petite;;;;;
2010;77508;11;77;773;7727;1102;Villeneuve-le-Comte;;;;;
2010;77509;11;77;773;7710;1105;Villeneuve-les-Bordes;;;;;
2010;77510;11;77;773;7727;1102;Villeneuve-Saint-Denis;;;;;
2010;77511;11;77;771;7709;0056;Villeneuve-sous-Dammartin;;;;;
2010;77512;11;77;773;7726;1103;Villeneuve-sur-Bellot;;;;;
2010;77513;11;77;771;7731;1104;Villenoy;72;76,36;18,85;2,01;2,78
2010;77514;11;77;775;7706;0056;Villeparisis;68,6;77,47;17,58;2,44;2,51
2010;77515;11;77;771;7737;0056;Villeroy;;;;;
2010;77516;11;77;774;7721;1106;Ville-Saint-Jacques;;;;;
2010;77517;11;77;775;7706;0056;Villevaudé;;;;;
2010;77518;11;77;772;7732;1105;Villiers-en-Bière;;;;;
2010;77519;11;77;773;7729;1108;Villiers-Saint-Georges;;;;;
2010;77520;11;77;774;7703;1105;Villiers-sous-Grez;;;;;
2010;77521;11;77;771;7708;1102;Villiers-sur-Morin;;;;;
2010;77522;11;77;773;7701;1108;Villiers-sur-Seine;;;;;
2010;77523;11;77;773;7701;1108;Villuis;;;;;
2010;77524;11;77;773;7710;1105;Vimpelles;;;;;
2010;77525;11;77;771;7709;0056;Vinantes;;;;;
2010;77526;11;77;771;7715;1104;Vincy-Manoeuvre;;;;;
2010;77527;11;77;773;7727;1105;Voinsles;;;;;
2010;77528;11;77;772;7718;1105;Voisenon;;;;;
2010;77529;11;77;771;7708;1102;Voulangis;;;;;
2010;77530;11;77;773;7729;1108;Voulton;;;;;
2010;77531;11;77;774;7716;1106;Voulx;;;;;
2010;77532;11;77;773;7725;1108;Vulaines-lès-Provins;;;;;
2010;77533;11;77;774;7713;1105;Vulaines-sur-Seine;80,3;67,89;21,97;4,96;5,18
2010;77534;11;77;772;7722;1105;Yèbles;;;;;
2010;78003;11;78;782;7819;1112;Ablis;73,66;75,54;15,14;5,66;3,66
2010;78005;11;78;783;7820;1111;Achères;71,93;79,41;16,55;1,83;2,21
2010;78006;11;78;781;7808;1112;Adainville;;;;;
2010;78007;11;78;783;7821;1101;Aigremont;;;;;
2010;78009;11;78;782;7819;1116;Allainville;;;;;
2010;78010;11;78;783;7817;1111;Les Alluets-le-Roi;;;;;
2010;78013;11;78;781;7807;1113;Andelu;;;;;
2010;78015;11;78;783;7839;1111;Andrésy;79,5;71,07;21,05;3,62;4,25
2010;78020;11;78;781;7807;1110;Arnouville-lès-Mantes;;;;;
2010;78029;11;78;781;7801;1111;Aubergenville;66,46;76,69;19,95;1,8;1,56
2010;78030;11;78;782;7818;1112;Auffargis;;;;;
2010;78031;11;78;781;7807;1110;Auffreville-Brasseuil;;;;;
2010;78033;11;78;781;7801;1111;Aulnay-sur-Mauldre;;;;;
2010;78034;11;78;782;7815;1109;Auteuil;;;;;
2010;78036;11;78;782;7815;1109;Autouillet;;;;;
2010;78043;11;78;783;7822;1116;Bailly;86,45;66,18;21,89;5,55;6,39
2010;78048;11;78;781;7808;1109;Bazainville;;;;;
2010;78049;11;78;781;7801;1111;Bazemont;;;;;
2010;78050;11;78;782;7815;1109;Bazoches-sur-Guyonne;;;;;
2010;78053;11;78;782;7815;1109;Béhoust;;;;;
2010;78057;11;78;781;7802;1110;Bennecourt;;;;;
2010;78062;11;78;782;7815;1113;Beynes;81,44;71,52;23,54;2,52;2,41
2010;78068;11;78;781;7802;1110;Blaru;;;;;
2010;78070;11;78;781;7807;1110;Boinville-en-Mantois;;;;;
2010;78071;11;78;782;7819;1112;Boinville-le-Gaillard;;;;;
2010;78072;11;78;781;7807;1110;Boinvilliers;;;;;
2010;78073;11;78;784;7836;1116;Bois-d'Arcy;78,72;76,19;18,4;2,08;3,33
2010;78076;11;78;781;7808;1110;Boissets;;;;;
2010;78077;11;78;782;7818;1112;La Boissière-École;;;;;
2010;78082;11;78;781;7802;1110;Boissy-Mauvoisin;;;;;
2010;78084;11;78;782;7815;1109;Boissy-sans-Avoir;;;;;
2010;78087;11;78;782;7819;1116;Bonnelles;80,91;73,86;18,92;4;3,22
2010;78089;11;78;781;7802;1110;Bonnières-sur-Seine;60,17;71,83;22,83;2,7;2,65
2010;78090;11;78;781;7801;1111;Bouafle;75,95;67,9;21,55;4,15;6,4
2010;78092;11;78;783;7803;1116;Bougival;79,52;68,92;18,11;5,48;7,48
2010;78096;11;78;781;7808;1109;Bourdonné;;;;;
2010;78104;11;78;781;7807;1110;Breuil-Bois-Robert;;;;;
2010;78107;11;78;781;7802;1110;Bréval;;;;;
2010;78108;11;78;782;7818;1112;Les Bréviaires;;;;;
2010;78113;11;78;781;7810;1110;Brueil-en-Vexin;;;;;
2010;78117;11;78;784;7829;1116;Buc;84,83;69,26;20,32;4,29;6,13
2010;78118;11;78;781;7833;1110;Buchelay;77,02;74,44;19,1;3,72;2,74
2010;78120;11;78;782;7819;1116;Bullion;;;;;
2010;78123;11;78;783;7816;1111;Carrières-sous-Poissy;66,91;83,78;13,05;1,61;1,55
2010;78124;11;78;783;7809;1101;Carrières-sur-Seine;76,72;78,8;13,04;3,43;4,72
2010;78125;11;78;782;7819;1116;La Celle-les-Bordes;;;;;
2010;78126;11;78;783;7803;1116;La Celle-Saint-Cloud;78,19;67,75;20,08;3,97;8,2
2010;78128;11;78;782;7805;1116;Cernay-la-Ville;;;;;
2010;78133;11;78;783;7821;1101;Chambourcy;81,15;63,98;18,3;5,45;12,27
2010;78138;11;78;783;7839;1111;Chanteloup-les-Vignes;57,87;78,51;17,11;2,26;2,11
2010;78140;11;78;781;7814;1111;Chapet;;;;;
2010;78143;11;78;784;7829;1116;Châteaufort;;;;;
2010;78146;11;78;783;7804;1101;Chatou;80,32;70,8;18,61;4,03;6,55
2010;78147;11;78;781;7802;1110;Chaufour-lès-Bonnières;;;;;
2010;78152;11;78;783;7822;1116;Chavenay;;;;;
2010;78158;11;78;784;7832;1116;Le Chesnay;81,48;64,36;22,76;5,28;7,59
2010;78160;11;78;782;7805;1116;Chevreuse;80,86;68,16;20,21;3,97;7,66
2010;78162;11;78;782;7805;1116;Choisel;;;;;
2010;78163;11;78;781;7808;1110;Civry-la-Forêt;;;;;
2010;78164;11;78;782;7819;1112;Clairefontaine-en-Yvelines;;;;;
2010;78165;11;78;784;7838;1116;Les Clayes-sous-Bois;73,79;71,35;23,4;2,31;2,94
2010;78168;11;78;782;7834;1116;Coignières;69,96;73,66;20,78;1,44;4,12
2010;78171;11;78;781;7808;1112;Condé-sur-Vesgre;;;;;
2010;78172;11;78;783;7806;1119;Conflans-Sainte-Honorine;73,23;74,08;20,26;2,47;3,19
2010;78185;11;78;781;7808;1110;Courgent;;;;;
2010;78188;11;78;781;7802;1110;Cravent;;;;;
2010;78189;11;78;783;7817;1116;Crespières;;;;;
2010;78190;11;78;783;7804;1101;Croissy-sur-Seine;83,38;69,6;17,36;4,85;8,19
2010;78192;11;78;781;7808;1110;Dammartin-en-Serve;;;;;
